ID,File,Loại file,Nhóm,Câu hỏi,Đáp án chuẩn,Câu trả lời hệ thống,Nguồn/Citation,Retrieval,Citation,Answer,Điểm,Hallucination,Mức độ lỗi,Ghi chú,Đề xuất fix,Latency ms
OCR-003,jpeg_02_bang_an_toan_bep.jpeg,JPEG,OCR/Vision,"Trong ảnh hoặc file scan ""jpeg_02_bang_an_toan_bep.jpeg"", nội dung chữ chính là gì?",16a69c2060254036ad8ebc0c3ae0f81a_jpeg_02_bang_an_toan_bep.jpeg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2182.78
OCR-004,jpg_01_infographic_giac_ngu.jpg,JPG,OCR/Vision,"Trong ảnh hoặc file scan ""jpg_01_infographic_giac_ngu.jpg"", nội dung chữ chính là gì?",8012c82141b74b7eb38bb4f20aa27ea9_jpg_01_infographic_giac_ngu.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2217.93
OCR-005,jpg_02_so_do_lop_hoc.jpg,JPG,OCR/Vision,"Trong ảnh hoặc file scan ""jpg_02_so_do_lop_hoc.jpg"", nội dung chữ chính là gì?",5393830183424ded8252273adae05f6d_jpg_02_so_do_lop_hoc.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2236.29
OCR-006,png_01_ban_do_y_tuong.png,PNG,OCR/Vision,"Trong ảnh hoặc file scan ""png_01_ban_do_y_tuong.png"", nội dung chữ chính là gì?",da2dab99728f47558f2b62326de763f8_png_01_ban_do_y_tuong.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2188.24
OCR-007,png_02_quy_trinh_giao_hang.png,PNG,OCR/Vision,"Trong ảnh hoặc file scan ""png_02_quy_trinh_giao_hang.png"", nội dung chữ chính là gì?",d9b451f71253409cb4b43901b422bcc6_png_02_quy_trinh_giao_hang.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2176.6
OCR-009,storyboard_mau_suc_khoe_hoc_duong.jpeg,JPEG,OCR/Vision,"Trong ảnh hoặc file scan ""storyboard_mau_suc_khoe_hoc_duong.jpeg"", nội dung chữ chính là gì?",a9ace2ff83464a59a43f6c683aac0c5f_storyboard_mau_suc_khoe_hoc_duong.jpeg,"Anh JPEG c6 noi dung riéng, mo ta 6 canh truyén thong ngan. Anh JPEG c6 noi dung riéng, mo ta 6 canh truyén thong ngan.",storyboard_mau_suc_khoe_hoc_duong.jpeg (a9ace2ff83464a59a43f6c683aac0c5f_storyboard_mau_suc_khoe_hoc_duong.jpeg),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2174.13
OCR-010,Test jpeg.jpeg,JPEG,OCR/Vision,"Trong ảnh hoặc file scan ""Test jpeg.jpeg"", nội dung chữ chính là gì?",b8f8ee50acbd45bf99da91f58570d763_Test jpeg.jpeg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2189.22
OCR-011,Test JPG.jpg,JPG,OCR/Vision,"Trong ảnh hoặc file scan ""Test JPG.jpg"", nội dung chữ chính là gì?",cb467cc5db3c48429e68a3e690bb161b_Test JPG.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2186.77
OCR-012,Test pdf scan.pdf,PDF,OCR/Vision,"Trong ảnh hoặc file scan ""Test pdf scan.pdf"", nội dung chữ chính là gì?",Page: 1 > File: e4eee1144064466092a3e26cce305d0b_Test pdf scan.pdf,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2162.71
OCR-013,Test PNG.png,PNG,OCR/Vision,"Trong ảnh hoặc file scan ""Test PNG.png"", nội dung chữ chính là gì?",b82666e7786846928e815761b567733d_Test PNG.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2185.66
OCR-014,infographic_mau_an_toan_mang.png,PNG,OCR/Vision,"Hãy trích xuất các nhãn hoặc ý chính nhìn thấy trong ""infographic_mau_an_toan_mang.png"".",6f8d63eb72674dc2af6c4651b49853ad_infographic_mau_an_toan_mang.png,"Noi dung minh hoa dai hon, dung de kiem thu nhan dien chu trong anh PNG. Noi dung minh hoa dai hon, dung de kiem thu nhan dien chu trong anh PNG.",infographic_mau_an_toan_mang.png (6f8d63eb72674dc2af6c4651b49853ad_infographic_mau_an_toan_mang.png),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2156.55
OCR-015,jpeg_01_ke_hoach_du_lich.jpeg,JPEG,OCR/Vision,"Hãy trích xuất các nhãn hoặc ý chính nhìn thấy trong ""jpeg_01_ke_hoach_du_lich.jpeg"".",af1543170da2459e8e35a33eab1b7c94_jpeg_01_ke_hoach_du_lich.jpeg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2140.3
OCR-016,jpeg_02_bang_an_toan_bep.jpeg,JPEG,OCR/Vision,"Hãy trích xuất các nhãn hoặc ý chính nhìn thấy trong ""jpeg_02_bang_an_toan_bep.jpeg"".",16a69c2060254036ad8ebc0c3ae0f81a_jpeg_02_bang_an_toan_bep.jpeg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2124.4
OCR-017,jpg_01_infographic_giac_ngu.jpg,JPG,OCR/Vision,"Hãy trích xuất các nhãn hoặc ý chính nhìn thấy trong ""jpg_01_infographic_giac_ngu.jpg"".",8012c82141b74b7eb38bb4f20aa27ea9_jpg_01_infographic_giac_ngu.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2150.54
OCR-018,jpg_02_so_do_lop_hoc.jpg,JPG,OCR/Vision,"Hãy trích xuất các nhãn hoặc ý chính nhìn thấy trong ""jpg_02_so_do_lop_hoc.jpg"".",5393830183424ded8252273adae05f6d_jpg_02_so_do_lop_hoc.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2122.85
OCR-019,png_01_ban_do_y_tuong.png,PNG,OCR/Vision,"Hãy trích xuất các nhãn hoặc ý chính nhìn thấy trong ""png_01_ban_do_y_tuong.png"".",da2dab99728f47558f2b62326de763f8_png_01_ban_do_y_tuong.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2125.13
OCR-020,png_02_quy_trinh_giao_hang.png,PNG,OCR/Vision,"Hãy trích xuất các nhãn hoặc ý chính nhìn thấy trong ""png_02_quy_trinh_giao_hang.png"".",d9b451f71253409cb4b43901b422bcc6_png_02_quy_trinh_giao_hang.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2137.93
NEG-001,AI Document Question Answering System.pptx,PPTX,Negative/Hallucination,"Trong file ""AI Document Question Answering System.pptx"" có thông tin về blockchain không?",Không tìm thấy thông tin trong tài liệu.,AI Document Question Answering System ĐỀ TÀI: AI Document Question Answering System.,AI Document Question Answering System.pptx (slide 3) | AI Document Question Answering System.pptx (slide 1) | AI Document Question Answering System.pptx (slide 2),Đúng,Đúng,Sai,0.0,Có,Critical,Có dấu hiệu suy đoán hoặc trả lời ngoài tài liệu.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2160.98
NEG-002,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Negative/Hallucination,"Trong file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" có thông tin về mat khau admin không?",Không tìm thấy thông tin trong tài liệu.,"Luồng này giúp kiểm thử file PPTX vì mỗi bước có tiêu đề, mô tả và vị trí trực quan riêng. Lưu thông tin sách, tác giả, thể loại, vị trí kệ, trạng thái mượn và lịch sử cập nhật. Kết luận: thư viện cần được số hóa theo hướng dễ dùng, có dữ liệu tập trung và hỗ trợ tìm kiếm thông minh. File PPTX mẫu • 2 File PPTX mẫu • 6.",bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 3) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 2) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 4),Đúng,Đúng,Sai,0.0,Có,Critical,Có dấu hiệu suy đoán hoặc trả lời ngoài tài liệu.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2191.82
NEG-005,bao_cao_quan_ly_rac_thai_nhua.pdf,PDF,Negative/Hallucination,"Trong file ""bao_cao_quan_ly_rac_thai_nhua.pdf"" có thông tin về gia co phieu Apple không?",Không tìm thấy thông tin trong tài liệu.,"Tài liệu PDF mẫu này trình bày một vấn đề môi trường khác với file DOCX: cách quản lý file PDF. Nhựa khó phân hủy, có thể tồn tại trong môi trường rất lâu.",bao_cao_quan_ly_rac_thai_nhua.pdf (trang 1),Đúng,Đúng,Sai,0.0,Có,Critical,Có dấu hiệu suy đoán hoặc trả lời ngoài tài liệu.,Siết missing-evidence gate và prompt fallback cho câu hỏi không có thông tin.,2133.01
NEG-010,infographic_mau_an_toan_mang.png,PNG,Negative/Hallucination,"Trong file ""infographic_mau_an_toan_mang.png"" có thông tin về hop dong lao dong không?",Không tìm thấy thông tin trong tài liệu.,"Noi dung minh hoa dai hon, dung de kiem thu nhan dien chu trong anh PNG. Noi dung minh hoa dai hon, dung de kiem thu nhan dien chu trong anh PNG.",infographic_mau_an_toan_mang.png (6f8d63eb72674dc2af6c4651b49853ad_infographic_mau_an_toan_mang.png),Đúng,Đúng,Sai,0.0,Có,Critical,Có dấu hiệu suy đoán hoặc trả lời ngoài tài liệu.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2126.49
NEG-015,ke_hoach_mau_du_lich_da_lat.md,MD,Negative/Hallucination,"Trong file ""ke_hoach_mau_du_lich_da_lat.md"" có thông tin về so dien thoai ca nhan không?",Không tìm thấy thông tin trong tài liệu.,Số điện thoại trong tài liệu: 250000300000.,ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm > 8. Rủi ro và phương án xử lý) | ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm) | ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm > 9. Kết luận),Đúng,Đúng,Sai,0.0,Có,Critical,Có dấu hiệu suy đoán hoặc trả lời ngoài tài liệu.,Siết missing-evidence gate và prompt fallback cho câu hỏi không có thông tin.,137.28
NEG-019,noi_dung_mau_thanh_pho_xanh.pdf,PDF,Negative/Hallucination,"Trong file ""noi_dung_mau_thanh_pho_xanh.pdf"" có thông tin về luong nhan vien không?",Không tìm thấy thông tin trong tài liệu.,"bản, bảng và bố cục cơ bản trong một file PDF. Tài liệu PDF mẫu này có nội dung ngẫu nhiên, dùng để kiểm tra khả năng hiển thị văn.",noi_dung_mau_thanh_pho_xanh.pdf (trang 1),Đúng,Đúng,Sai,0.0,Có,Critical,Có dấu hiệu suy đoán hoặc trả lời ngoài tài liệu.,Siết missing-evidence gate và prompt fallback cho câu hỏi không có thông tin.,2199.67
NEG-020,pdf_01_nang_luong_mat_troi.pdf,PDF,Negative/Hallucination,"Trong file ""pdf_01_nang_luong_mat_troi.pdf"" có thông tin về thong tin bao hiem không?",Không tìm thấy thông tin trong tài liệu.,Bảng thông tin kiểm thử.,pdf_01_nang_luong_mat_troi.pdf (trang 1),Đúng,Đúng,Sai,0.0,Có,Critical,Có dấu hiệu suy đoán hoặc trả lời ngoài tài liệu.,Siết missing-evidence gate và prompt fallback cho câu hỏi không có thông tin.,2154.03
